case,width,height,draw_width,draw_height,index,simulation_publish_ms,edt_dispatch_ms,edt_paint_ms,published,enemies,player_bullets,enemy_bullets,particles
world2_normal_960,960,600,960,600,128,7.017800,0.113300,2.129900,true,6,32,12,120
world2_normal_960,960,600,960,600,129,8.026900,0.114000,1.344100,true,6,32,12,120
world2_normal_960,960,600,960,600,130,8.727300,0.125200,1.289400,true,6,32,12,120
world2_normal_960,960,600,960,600,131,7.110800,0.096600,1.344100,true,6,32,12,120
world2_normal_960,960,600,960,600,132,7.691500,0.117200,1.436200,true,6,32,12,120
world2_normal_960,960,600,960,600,133,8.203900,0.110800,1.379500,true,6,32,12,120
world2_normal_960,960,600,960,600,134,8.926400,0.091900,1.282600,true,6,32,12,120
world2_normal_960,960,600,960,600,135,7.371000,0.123200,1.737800,true,6,32,12,120
world2_normal_960,960,600,960,600,136,7.695100,0.105200,1.289600,true,6,32,12,120
world2_normal_960,960,600,960,600,137,7.434900,0.114300,1.831000,true,6,32,12,120
world2_normal_960,960,600,960,600,138,7.528500,0.110300,1.507000,true,6,32,12,120
world2_normal_960,960,600,960,600,139,6.964900,0.100400,1.418900,true,6,32,12,120
world2_normal_960,960,600,960,600,140,7.618000,0.108500,1.343800,true,6,32,12,120
world2_normal_960,960,600,960,600,141,7.198600,0.110200,1.442300,true,6,32,12,120
